"distance.1","instensity.1","distance.A03_R2A_EVO","instensity.A03_R2A_EVO","distance.A03_R2A_T0","instensity.A03_R2A_T0","distance.A03_R2B_EVO","instensity.A03_R2B_EVO","distance.A03_R2B_T0","instensity.A03_R2B_T0","distance.A03_R2C_EVO","instensity.A03_R2C_EVO","distance.A03_R2C_T0","instensity.A03_R2C_T0","distance.A03_R3A_EVO","instensity.A03_R3A_EVO","distance.A03_R3A_T0","instensity.A03_R3A_T0","distance.A03_R3B_EVO","instensity.A03_R3B_EVO","distance.A03_R3B_T0","instensity.A03_R3B_T0","distance.A03_R3C_EVO","instensity.A03_R3C_EVO","distance.A03_R3C_T0","instensity.A03_R3C_T0","distance.A03_R4A_EVO","instensity.A03_R4A_EVO","distance.A03_R4B_EVO","instensity.A03_R4B_EVO","distance.A03_R4C_EVO","instensity.A03_R4C_EVO","distance.A03_R7A_T0","instensity.A03_R7A_T0","distance.A03_R7B_T0","instensity.A03_R7B_T0","distance.A03_R7C_T0","instensity.A03_R7C_T0","distance.A03_R8A_EVO","instensity.A03_R8A_EVO","distance.A03_R8A_T0","instensity.A03_R8A_T0","distance.A03_R8B_EVO","instensity.A03_R8B_EVO","distance.A03_R8B_T0","instensity.A03_R8B_T0","distance.A03_R8C_EVO","instensity.A03_R8C_EVO","distance.A03_R8C_T0","instensity.A03_R8C_T0","distance.A04_R3A_T0","instensity.A04_R3A_T0","distance.A04_R3B_T0","instensity.A04_R3B_T0","distance.A04_R3C_T0","instensity.A04_R3C_T0","distance.A04_R5A_T0","instensity.A04_R5A_T0","distance.A04_R5B_T0","instensity.A04_R5B_T0","distance.A04_R5C_T0","instensity.A04_R5C_T0","distance.A04_R6A_EVO","instensity.A04_R6A_EVO","distance.A04_R6A_T0","instensity.A04_R6A_T0","distance.A04_R6B_EVO","instensity.A04_R6B_EVO","distance.A04_R6B_T0","instensity.A04_R6B_T0","distance.A04_R6C_EVO","instensity.A04_R6C_EVO","distance.A04_R6C_T0","instensity.A04_R6C_T0","distance.A04_R7A_EVO","instensity.A04_R7A_EVO","distance.A04_R7A_T0","instensity.A04_R7A_T0","distance.A04_R7B_EVO","instensity.A04_R7B_EVO","distance.A04_R7B_T0","instensity.A04_R7B_T0","distance.A04_R7C_EVO","instensity.A04_R7C_EVO","distance.A04_R7C_T0","instensity.A04_R7C_T0","distance.A04_R8A_EVO","instensity.A04_R8A_EVO","distance.A04_R8B_EVO","instensity.A04_R8B_EVO","distance.A04_R8C_EVO","instensity.A04_R8C_EVO","distance.A04_R9A_EVO","instensity.A04_R9A_EVO","distance.A04_R9B_EVO","instensity.A04_R9B_EVO","distance.A04_R9C_EVO","instensity.A04_R9C_EVO","distance.A08_R10A_T0","instensity.A08_R10A_T0","distance.A08_R10B_T0","instensity.A08_R10B_T0","distance.A08_R10C_T0","instensity.A08_R10C_T0","distance.A08_R3A_EVO","instensity.A08_R3A_EVO","distance.A08_R3B_EVO","instensity.A08_R3B_EVO","distance.A08_R3C_EVO","instensity.A08_R3C_EVO","distance.A08_R4A_EVO","instensity.A08_R4A_EVO","distance.A08_R4B_EVO","instensity.A08_R4B_EVO","distance.A08_R4C_EVO","instensity.A08_R4C_EVO","distance.A08_R7A_EVO","instensity.A08_R7A_EVO","distance.A08_R7A_T0","instensity.A08_R7A_T0","distance.A08_R7B_EVO","instensity.A08_R7B_EVO","distance.A08_R7B_T0","instensity.A08_R7B_T0","distance.A08_R7C_EVO","instensity.A08_R7C_EVO","distance.A08_R7C_T0","instensity.A08_R7C_T0","distance.A08_R8A_EVO","instensity.A08_R8A_EVO","distance.A08_R8A_T0","instensity.A08_R8A_T0","distance.A08_R8B_EVO","instensity.A08_R8B_EVO","distance.A08_R8B_T0","instensity.A08_R8B_T0","distance.A08_R8C_EVO","instensity.A08_R8C_EVO","distance.A08_R8C_T0","instensity.A08_R8C_T0","distance.A08_R9A_T0","instensity.A08_R9A_T0","distance.A08_R9B_T0","instensity.A08_R9B_T0","distance.A08_R9C_T0","instensity.A08_R9C_T0","distance.A18_R1A_EVO","instensity.A18_R1A_EVO","distance.A18_R1B_EVO","instensity.A18_R1B_EVO","distance.A18_R1C_EVO","instensity.A18_R1C_EVO","distance.A18_R2A_EVO","instensity.A18_R2A_EVO","distance.A18_R2B_EVO","instensity.A18_R2B_EVO","distance.A18_R2C_EVO","instensity.A18_R2C_EVO","distance.A18_R3A_EVO","instensity.A18_R3A_EVO","distance.A18_R3B_EVO","instensity.A18_R3B_EVO","distance.A18_R3C_EVO","instensity.A18_R3C_EVO","distance.A18_R4A_EVO","instensity.A18_R4A_EVO","distance.A18_R4A_T0","instensity.A18_R4A_T0","distance.A18_R4B_EVO","instensity.A18_R4B_EVO","distance.A18_R4B_T0","instensity.A18_R4B_T0","distance.A18_R4C_EVO","instensity.A18_R4C_EVO","distance.A18_R4C_T0","instensity.A18_R4C_T0","distance.A18_R5A_T0","instensity.A18_R5A_T0","distance.A18_R5B_T0","instensity.A18_R5B_T0","distance.A18_R5C_T0","instensity.A18_R5C_T0","distance.A18_R7A_T0","instensity.A18_R7A_T0","distance.A18_R7B_T0","instensity.A18_R7B_T0","distance.A18_R7C_T0","instensity.A18_R7C_T0","distance.A18_R8A_T0","instensity.A18_R8A_T0","distance.A18_R8B_T0","instensity.A18_R8B_T0","distance.A18_R8C_T0","instensity.A18_R8C_T0"
7.397,0.139,7.38,17.486,7.38,0,7.431,0,7.431,0.042,7.38,0.014,7.414,0,7.431,0,7.431,0,7.397,0,7.448,0,7.414,0,7.448,0,7.397,0,7.364,0.042,7.33,23.083,7.397,0,7.38,0,7.414,0,7.397,0,7.431,0,7.397,0,7.397,0,7.414,0,7.397,0.153,7.397,0,7.414,0,7.397,0,7.414,0,7.448,0,7.431,0.028,7.397,0,7.431,0,7.38,0,7.414,0,7.414,0,7.397,0,7.38,0,7.38,0,7.414,0,7.397,0,7.38,0,7.397,0,7.448,0,7.431,0,7.414,0,7.364,0,7.397,0,7.38,0.375,7.397,0,7.414,0,7.38,0,7.414,0,7.397,9.736,7.38,0,7.397,0,7.397,0,7.364,0,7.414,0,7.364,0,7.414,0.111,7.414,0,7.397,0,7.414,0,7.38,0,7.414,0,7.414,0,7.414,0,7.38,0.264,7.397,0,7.414,0,7.38,0,7.414,0,7.431,0,7.38,0,7.414,0,7.414,0,7.397,0,7.397,0,7.414,0,7.397,0,7.431,0,7.414,0,7.414,0,7.431,0,7.397,0,7.431,0,7.414,0,7.38,0,7.397,0,7.414,0,7.397,0,7.364,0,7.397,0,7.397,0,7.397,0,7.414,0
7.489,0.056,7.472,18.153,7.472,0,7.523,0,7.523,0,7.472,0,7.506,0,7.523,0,7.523,0,7.489,0,7.54,0,7.506,0.056,7.54,0,7.489,0,7.455,0,7.421,22.625,7.489,0,7.472,0,7.506,0,7.489,0,7.523,0,7.489,0,7.489,0,7.506,0,7.489,0.319,7.489,0,7.506,0,7.489,0,7.506,0,7.54,0,7.523,0.111,7.489,0,7.523,0,7.472,0,7.506,0,7.506,0,7.489,0,7.472,0,7.472,0,7.506,0,7.489,0,7.472,0,7.489,0,7.54,0,7.523,0,7.506,0,7.455,0,7.489,0,7.472,0.542,7.489,0,7.506,0,7.472,0,7.506,0,7.489,9.708,7.472,0,7.489,0,7.489,0,7.455,0,7.506,0,7.455,0,7.506,0.042,7.506,0,7.489,0,7.506,0,7.472,0,7.506,0,7.506,0.014,7.506,0,7.472,0.875,7.489,0,7.506,0,7.472,0,7.506,0,7.523,0,7.472,0,7.506,0,7.506,0,7.489,0,7.489,0,7.506,0,7.489,0,7.523,0,7.506,0,7.506,0,7.523,0,7.489,0,7.523,0,7.506,0,7.472,0,7.489,0,7.506,0,7.489,0,7.455,0,7.489,0,7.489,0,7.489,0,7.506,0
7.58,0.139,7.563,18.181,7.563,0,7.615,0,7.615,0,7.563,0.028,7.597,0,7.615,0,7.615,0.167,7.58,0,7.632,0,7.597,0.139,7.632,0,7.58,0,7.545,0,7.511,23.306,7.58,0,7.563,0,7.597,0,7.58,0,7.615,0,7.58,0,7.58,0,7.597,0,7.58,0.167,7.58,0,7.597,0,7.58,0,7.597,0,7.632,0,7.615,0.083,7.58,0,7.615,0,7.563,0,7.597,0,7.597,0,7.58,0,7.563,0,7.563,0,7.597,0,7.58,0,7.563,0,7.58,0,7.632,0,7.615,0,7.597,0,7.545,0.042,7.58,0,7.563,0.944,7.58,0,7.597,0,7.563,0,7.597,0,7.58,10.194,7.563,0,7.58,0,7.58,0,7.545,0,7.597,0,7.545,0,7.597,0.042,7.597,0,7.58,0,7.597,0,7.563,0,7.597,0,7.597,0.125,7.597,0,7.563,0.375,7.58,0,7.597,0,7.563,0,7.597,0,7.615,0,7.563,0,7.597,0,7.597,0,7.58,0,7.58,0,7.597,0,7.58,0,7.615,0,7.597,0,7.597,0,7.615,0,7.58,0,7.615,0,7.597,0,7.563,0,7.58,0,7.597,0,7.58,0.014,7.545,0,7.58,0,7.58,0,7.58,0,7.597,0
7.671,0.111,7.654,18.083,7.654,0,7.706,0,7.706,0.056,7.654,0.028,7.689,0,7.706,0,7.706,0,7.671,0,7.724,0,7.689,0,7.724,0,7.671,0,7.636,0,7.602,22.833,7.671,0,7.654,0,7.689,0,7.671,0,7.706,0,7.671,0,7.671,0,7.689,0,7.671,0,7.671,0,7.689,0,7.671,0,7.689,0,7.724,0,7.706,0.014,7.671,0,7.706,0,7.654,0,7.689,0,7.689,0,7.671,0,7.654,0,7.654,0,7.689,0,7.671,0,7.654,0,7.671,0,7.724,0,7.706,0,7.689,0,7.636,0,7.671,0,7.654,0.736,7.671,0,7.689,0,7.654,0,7.689,0,7.671,9.764,7.654,0,7.671,0,7.671,0,7.636,0,7.689,0,7.636,0,7.689,0.083,7.689,0,7.671,0,7.689,0,7.654,0,7.689,0,7.689,0.111,7.689,0,7.654,0,7.671,0,7.689,0,7.654,0,7.689,0,7.706,0,7.654,0,7.689,0,7.689,0,7.671,0,7.671,0,7.689,0,7.671,0,7.706,0,7.689,0,7.689,0,7.706,0,7.671,0,7.706,0,7.689,0,7.654,0,7.671,0,7.689,0,7.671,0.028,7.636,0,7.671,0,7.671,0,7.671,0,7.689,0
7.763,0.333,7.745,17.694,7.745,0,7.798,0,7.798,0.028,7.745,0,7.78,0,7.798,0,7.798,0,7.763,0,7.816,0,7.78,0,7.816,0,7.763,0,7.727,0.097,7.692,23.667,7.763,0,7.745,0,7.78,0,7.763,0,7.798,0,7.763,0,7.763,0,7.78,0,7.763,0.069,7.763,0,7.78,0,7.763,0,7.78,0,7.816,0,7.798,0.069,7.763,0,7.798,0,7.745,0,7.78,0,7.78,0,7.763,0,7.745,0,7.745,0,7.78,0,7.763,0,7.745,0,7.763,0,7.816,0,7.798,0,7.78,0,7.727,0,7.763,0,7.745,0.764,7.763,0,7.78,0,7.745,0,7.78,0,7.763,10.806,7.745,0,7.763,0,7.763,0,7.727,0,7.78,0,7.727,0.083,7.78,0.069,7.78,0,7.763,0,7.78,0,7.745,0,7.78,0,7.78,0.139,7.78,0,7.745,0,7.763,0,7.78,0,7.745,0,7.78,0,7.798,0,7.745,0,7.78,0,7.78,0,7.763,0,7.763,0,7.78,0,7.763,0,7.798,0,7.78,0,7.78,0,7.798,0,7.763,0,7.798,0,7.78,0,7.745,0,7.763,0,7.78,0,7.763,0,7.727,0,7.763,0,7.763,0,7.763,0,7.78,0
7.854,1.292,7.836,16.694,7.836,0,7.89,0,7.89,0,7.836,0,7.872,0,7.89,0,7.89,0,7.854,0,7.908,0,7.872,0,7.908,0,7.854,0,7.818,0.083,7.783,21.264,7.854,0,7.836,0,7.872,0,7.854,0,7.89,0,7.854,0,7.854,0,7.872,0,7.854,0.639,7.854,0,7.872,0,7.854,0,7.872,0,7.908,0,7.89,0.069,7.854,0,7.89,0,7.836,0,7.872,0,7.872,0,7.854,0,7.836,0,7.836,0,7.872,0,7.854,0,7.836,0,7.854,0,7.908,0,7.89,0,7.872,0,7.818,0,7.854,0,7.836,0.611,7.854,0,7.872,0,7.836,0,7.872,0,7.854,10.042,7.836,0,7.854,0,7.854,0,7.818,0,7.872,0,7.818,0.014,7.872,0.111,7.872,0,7.854,0,7.872,0,7.836,0,7.872,0,7.872,0.069,7.872,0,7.836,0,7.854,0,7.872,0,7.836,0,7.872,0,7.89,0,7.836,0,7.872,0,7.872,0,7.854,0,7.854,0,7.872,0,7.854,0,7.89,0,7.872,0,7.872,0,7.89,0,7.854,0,7.89,0,7.872,0,7.836,0,7.854,0,7.872,0,7.854,0,7.818,0,7.854,0,7.854,0,7.854,0,7.872,0
7.945,1.278,7.927,17.361,7.927,0,7.982,0,7.982,0,7.927,0.028,7.963,0,7.982,0,7.982,0,7.945,0,8,0,7.963,0,8,0,7.945,0,7.909,0.139,7.873,23.181,7.945,0,7.927,0,7.963,0,7.945,0,7.982,0,7.945,0,7.945,0,7.963,0,7.945,0.472,7.945,0,7.963,0,7.945,0,7.963,0,8,0,7.982,0,7.945,0,7.982,0,7.927,0,7.963,0,7.963,0,7.945,0,7.927,0,7.927,0,7.963,0,7.945,0,7.927,0,7.945,0,8,0,7.982,0,7.963,0,7.909,0.028,7.945,0,7.927,0.847,7.945,0,7.963,0,7.927,0,7.963,0,7.945,9.556,7.927,0,7.945,0,7.945,0,7.909,0,7.963,0,7.909,0,7.963,0.014,7.963,0,7.945,0,7.963,0,7.927,0,7.963,0,7.963,0.181,7.963,0,7.927,0,7.945,0,7.963,0,7.927,0,7.963,0,7.982,0,7.927,0,7.963,0,7.963,0,7.945,0,7.945,0,7.963,0,7.945,0,7.982,0,7.963,0,7.963,0,7.982,0,7.945,0,7.982,0,7.963,0,7.927,0,7.945,0,7.963,0,7.945,0,7.909,0,7.945,0,7.945,0,7.945,0,7.963,0
8.037,0.361,8.018,18.25,8.018,0,8.073,0,8.073,0,8.018,0.042,8.055,0,8.073,0,8.073,0,8.037,0,8.092,0,8.055,0,8.092,0,8.037,0,8,0.222,7.964,22.611,8.037,0,8.018,0,8.055,0,8.037,0,8.073,0,8.037,0,8.037,0,8.055,0,8.037,0.389,8.037,0,8.055,0,8.037,0,8.055,0,8.092,0,8.073,0,8.037,0,8.073,0,8.018,0,8.055,0,8.055,0,8.037,0,8.018,0,8.018,0,8.055,0,8.037,0,8.018,0,8.037,0,8.092,0,8.073,0,8.055,0,8,0.028,8.037,0,8.018,1.014,8.037,0,8.055,0,8.018,0,8.055,0,8.037,9.125,8.018,0,8.037,0,8.037,0,8,0,8.055,0.097,8,0,8.055,0.069,8.055,0,8.037,0,8.055,0,8.018,0,8.055,0,8.055,0.153,8.055,0,8.018,0,8.037,0,8.055,0,8.018,0,8.055,0,8.073,0,8.018,0,8.055,0,8.055,0,8.037,0,8.037,0,8.055,0,8.037,0,8.073,0,8.055,0,8.055,0,8.073,0,8.037,0,8.073,0,8.055,0,8.018,0,8.037,0,8.055,0,8.037,0,8,0,8.037,0,8.037,0,8.037,0,8.055,0
8.128,0.847,8.109,17.139,8.109,0,8.165,0,8.165,0,8.109,0.083,8.146,0,8.165,0,8.165,0,8.128,0,8.184,0,8.146,0,8.184,0,8.128,0,8.091,0.056,8.054,23.139,8.128,0,8.109,0,8.146,0,8.128,0,8.165,0,8.128,0,8.128,0,8.146,0,8.128,0.194,8.128,0,8.146,0,8.128,0,8.146,0,8.184,0,8.165,0,8.128,0,8.165,0,8.109,0,8.146,0,8.146,0,8.128,0,8.109,0,8.109,0,8.146,0,8.128,0,8.109,0,8.128,0,8.184,0,8.165,0,8.146,0,8.091,0,8.128,0,8.109,1.361,8.128,0,8.146,0,8.109,0,8.146,0,8.128,9.708,8.109,0.014,8.128,0,8.128,0,8.091,0,8.146,0,8.091,0,8.146,0.069,8.146,0,8.128,0,8.146,0,8.109,0.014,8.146,0,8.146,0.153,8.146,0,8.109,0,8.128,0,8.146,0,8.109,0,8.146,0,8.165,0,8.109,0,8.146,0,8.146,0,8.128,0,8.128,0,8.146,0,8.128,0,8.165,0,8.146,0,8.146,0,8.165,0,8.128,0,8.165,0,8.146,0,8.109,0,8.128,0,8.146,0,8.128,0,8.091,0,8.128,0,8.128,0,8.128,0,8.146,0
8.219,0.708,8.2,17.556,8.2,0,8.257,0,8.257,0,8.2,0.139,8.238,0,8.257,0,8.257,0,8.219,0,8.276,0,8.238,0,8.276,0,8.219,0,8.182,0.153,8.145,22.944,8.219,0,8.2,0,8.238,0,8.219,0,8.257,0,8.219,0,8.219,0,8.238,0,8.219,0,8.219,0,8.238,0,8.219,0,8.238,0,8.276,0,8.257,0,8.219,0,8.257,0,8.2,0,8.238,0,8.238,0,8.219,0,8.2,0,8.2,0,8.238,0,8.219,0,8.2,0,8.219,0,8.276,0,8.257,0,8.238,0,8.182,0,8.219,0,8.2,0.903,8.219,0,8.238,0,8.2,0,8.238,0,8.219,9.028,8.2,0,8.219,0,8.219,0,8.182,0,8.238,0,8.182,0,8.238,0.014,8.238,0,8.219,0,8.238,0,8.2,0.069,8.238,0,8.238,0.125,8.238,0,8.2,0,8.219,0,8.238,0,8.2,0,8.238,0,8.257,0,8.2,0,8.238,0,8.238,0,8.219,0,8.219,0,8.238,0,8.219,0,8.257,0,8.238,0,8.238,0,8.257,0,8.219,0,8.257,0,8.238,0,8.2,0,8.219,0,8.238,0,8.219,0,8.182,0,8.219,0,8.219,0,8.219,0,8.238,0
8.311,0.736,8.292,18.611,8.292,0,8.349,0,8.349,0,8.292,0.25,8.33,0,8.349,0,8.349,0,8.311,0,8.368,0,8.33,0,8.368,0,8.311,0,8.273,0.028,8.235,22.458,8.311,0,8.292,0,8.33,0,8.311,0,8.349,0,8.311,0,8.311,0,8.33,0,8.311,0,8.311,0,8.33,0,8.311,0,8.33,0,8.368,0,8.349,0,8.311,0,8.349,0,8.292,0,8.33,0,8.33,0,8.311,0,8.292,0,8.292,0,8.33,0,8.311,0,8.292,0,8.311,0,8.368,0,8.349,0,8.33,0,8.273,0,8.311,0,8.292,0.903,8.311,0,8.33,0,8.292,0,8.33,0,8.311,9.042,8.292,0,8.311,0.014,8.311,0,8.273,0,8.33,0,8.273,0,8.33,0.111,8.33,0,8.311,0,8.33,0,8.292,0,8.33,0,8.33,0.097,8.33,0,8.292,0,8.311,0,8.33,0,8.292,0,8.33,0,8.349,0,8.292,0,8.33,0,8.33,0,8.311,0,8.311,0,8.33,0,8.311,0,8.349,0,8.33,0,8.33,0,8.349,0,8.311,0,8.349,0,8.33,0,8.292,0,8.311,0,8.33,0,8.311,0,8.273,0,8.311,0,8.311,0,8.311,0,8.33,0
8.402,0.792,8.383,18.236,8.383,0,8.44,0,8.44,0,8.383,0.611,8.421,0,8.44,0,8.44,0,8.402,0,8.46,0,8.421,0,8.46,0,8.402,0,8.364,0.014,8.326,22.722,8.402,0,8.383,0,8.421,0,8.402,0,8.44,0,8.402,0,8.402,0,8.421,0,8.402,0,8.402,0,8.421,0,8.402,0,8.421,0,8.46,0,8.44,0,8.402,0,8.44,0,8.383,0,8.421,0,8.421,0,8.402,0,8.383,0,8.383,0,8.421,0,8.402,0,8.383,0,8.402,0,8.46,0,8.44,0,8.421,0,8.364,0.028,8.402,0,8.383,0.625,8.402,0,8.421,0,8.383,0,8.421,0,8.402,9.583,8.383,0,8.402,0.056,8.402,0,8.364,0,8.421,0,8.364,0.056,8.421,0.097,8.421,0,8.402,0,8.421,0,8.383,0,8.421,0,8.421,0,8.421,0,8.383,0,8.402,0,8.421,0,8.383,0,8.421,0,8.44,0,8.383,0,8.421,0,8.421,0,8.402,0,8.402,0,8.421,0,8.402,0,8.44,0,8.421,0,8.421,0,8.44,0,8.402,0,8.44,0,8.421,0,8.383,0,8.402,0,8.421,0,8.402,0,8.364,0,8.402,0,8.402,0,8.402,0,8.421,0.139
8.493,1.153,8.474,17.278,8.474,0,8.532,0,8.532,0,8.474,0.347,8.513,0,8.532,0,8.532,0,8.493,0,8.552,0,8.513,0,8.552,0,8.493,0,8.455,0,8.416,22.569,8.493,0,8.474,0,8.513,0,8.493,0,8.532,0,8.493,0,8.493,0,8.513,0,8.493,0,8.493,0,8.513,0,8.493,0,8.513,0,8.552,0,8.532,0,8.493,0,8.532,0,8.474,0,8.513,0,8.513,0,8.493,0,8.474,0,8.474,0,8.513,0,8.493,0,8.474,0,8.493,0,8.552,0,8.532,0,8.513,0,8.455,0,8.493,0,8.474,0.764,8.493,0,8.513,0,8.474,0.306,8.513,0,8.493,10.597,8.474,0.056,8.493,0,8.493,0,8.455,0,8.513,0,8.455,0.042,8.513,0.042,8.513,0,8.493,0,8.513,0,8.474,0,8.513,0,8.513,0.056,8.513,0,8.474,0,8.493,0,8.513,0,8.474,0,8.513,0,8.532,0,8.474,0,8.513,0,8.513,0,8.493,0.042,8.493,0,8.513,0,8.493,0,8.532,0,8.513,0,8.513,0,8.532,0,8.493,0,8.532,0,8.513,0,8.474,0,8.493,0,8.513,0,8.493,0,8.455,0,8.493,0,8.493,0,8.493,0,8.513,0.542
8.584,0.583,8.565,17.792,8.565,0,8.624,0,8.624,0.472,8.565,0.056,8.604,0,8.624,0,8.624,0.486,8.584,0,8.644,0,8.604,0,8.644,0,8.584,0,8.545,0,8.507,22.042,8.584,0,8.565,0,8.604,0,8.584,0,8.624,0,8.584,0,8.584,0,8.604,0,8.584,0,8.584,0.319,8.604,0,8.584,0,8.604,0,8.644,0,8.624,0,8.584,0,8.624,0,8.565,0,8.604,0,8.604,0,8.584,0,8.565,0,8.565,0,8.604,0,8.584,0,8.565,0,8.584,0,8.644,0,8.624,0,8.604,0,8.545,0,8.584,0,8.565,0.903,8.584,0,8.604,0,8.565,0.014,8.604,0,8.584,10.25,8.565,0.028,8.584,0,8.584,0,8.545,0,8.604,0,8.545,0,8.604,0.042,8.604,0,8.584,0,8.604,0,8.565,0,8.604,0,8.604,0.278,8.604,0,8.565,0,8.584,0,8.604,0,8.565,0,8.604,0,8.624,0,8.565,0,8.604,0,8.604,0,8.584,0.056,8.584,0,8.604,0,8.584,0,8.624,0,8.604,0,8.604,0,8.624,0,8.584,0,8.624,0,8.604,0,8.565,0,8.584,0,8.604,0,8.584,0,8.545,0,8.584,0,8.584,0,8.584,0,8.604,0
8.676,0.611,8.656,18.306,8.656,0,8.716,0,8.716,1.139,8.656,0.056,8.696,0,8.716,0,8.716,0.375,8.676,0,8.736,0,8.696,0,8.736,0,8.676,0,8.636,0,8.597,22.264,8.676,0.028,8.656,0,8.696,0,8.676,0,8.716,0,8.676,0,8.676,0,8.696,0,8.676,0,8.676,0,8.696,0,8.676,0,8.696,0,8.736,0,8.716,0,8.676,0,8.716,0,8.656,0,8.696,0,8.696,0,8.676,0,8.656,0,8.656,0,8.696,0,8.676,0,8.656,0,8.676,0,8.736,0,8.716,0,8.696,0,8.636,0,8.676,0,8.656,1.097,8.676,0,8.696,0,8.656,0,8.696,0.083,8.676,8.569,8.656,0,8.676,0,8.676,0,8.636,0,8.696,0,8.636,0.028,8.696,0.097,8.696,0,8.676,0,8.696,0,8.656,0,8.696,0,8.696,0.319,8.696,0,8.656,0,8.676,0,8.696,0,8.656,0,8.696,0,8.716,0,8.656,0,8.696,0,8.696,0,8.676,0,8.676,0,8.696,0,8.676,0,8.716,0,8.696,0,8.696,0,8.716,0,8.676,0,8.716,0,8.696,0,8.656,0,8.676,0,8.696,0,8.676,0,8.636,0,8.676,0,8.676,0,8.676,0,8.696,0
8.767,0.347,8.747,18.722,8.747,0,8.807,0,8.807,0.069,8.747,0.028,8.787,0,8.807,0,8.807,0.069,8.767,0,8.828,0,8.787,0.028,8.828,0,8.767,0,8.727,0.097,8.688,22.764,8.767,0.083,8.747,0,8.787,0,8.767,0,8.807,0,8.767,0,8.767,0,8.787,0,8.767,0,8.767,0,8.787,0,8.767,0,8.787,0,8.828,0,8.807,0,8.767,0,8.807,0,8.747,0,8.787,0,8.787,0,8.767,0,8.747,0,8.747,0,8.787,0,8.767,0,8.747,0,8.767,0,8.828,0,8.807,0,8.787,0,8.727,0,8.767,0,8.747,0.681,8.767,0,8.787,0,8.747,0,8.787,0.014,8.767,8.236,8.747,0,8.767,0,8.767,0,8.727,0,8.787,0,8.727,0,8.787,0.028,8.787,0,8.767,0,8.787,0,8.747,0,8.787,0,8.787,0.264,8.787,0,8.747,0,8.767,0,8.787,0,8.747,0,8.787,0,8.807,0,8.747,0,8.787,0,8.787,0,8.767,0,8.767,0,8.787,0,8.767,0,8.807,0,8.787,0,8.787,0,8.807,0,8.767,0,8.807,0,8.787,0,8.747,0,8.767,0,8.787,0,8.767,0,8.727,0,8.767,0,8.767,0,8.767,0,8.787,0
8.858,0.389,8.838,17.736,8.838,0,8.899,0,8.899,0,8.838,0,8.879,0,8.899,0,8.899,0,8.858,0,8.92,0,8.879,0.056,8.92,0,8.858,0,8.818,0.056,8.778,22.319,8.858,0,8.838,0,8.879,0,8.858,0,8.899,0,8.858,0,8.858,0,8.879,0,8.858,0.014,8.858,0,8.879,0,8.858,0,8.879,0,8.92,0,8.899,0.056,8.858,0,8.899,0,8.838,0,8.879,0.069,8.879,0,8.858,0,8.838,0,8.838,0,8.879,0,8.858,0,8.838,0,8.858,0,8.92,0,8.899,0,8.879,0,8.818,0,8.858,0,8.838,0.583,8.858,0,8.879,0,8.838,0,8.879,0,8.858,8.181,8.838,0,8.858,0,8.858,0,8.818,0,8.879,0,8.818,0,8.879,0,8.879,0,8.858,0,8.879,0,8.838,0.014,8.879,0,8.879,0.153,8.879,0,8.838,0,8.858,0,8.879,0.028,8.838,0,8.879,0,8.899,0,8.838,0,8.879,0,8.879,0,8.858,0.014,8.858,0,8.879,0,8.858,0,8.899,0,8.879,0,8.879,0,8.899,0,8.858,0,8.899,0,8.879,0,8.838,0,8.858,0,8.879,0,8.858,0,8.818,0,8.858,0,8.858,0,8.858,0,8.879,0.125
8.95,0.722,8.929,16.486,8.929,0,8.991,0,8.991,0,8.929,0,8.97,0,8.991,0,8.991,0,8.95,0,9.011,0,8.97,0,9.011,0,8.95,0,8.909,0,8.869,22.194,8.95,0,8.929,0,8.97,0,8.95,0,8.991,0,8.95,0,8.95,0,8.97,0,8.95,0.083,8.95,0,8.97,0,8.95,0,8.97,0,9.011,0,8.991,0.069,8.95,0,8.991,0,8.929,0,8.97,0.028,8.97,0,8.95,0,8.929,0,8.929,0,8.97,0,8.95,0,8.929,0,8.95,0,9.011,0,8.991,0,8.97,0,8.909,0,8.95,0,8.929,0.819,8.95,0,8.97,0,8.929,0,8.97,0,8.95,8.681,8.929,0,8.95,0,8.95,0,8.909,0,8.97,0,8.909,0,8.97,0.028,8.97,0,8.95,0,8.97,0,8.929,0.028,8.97,0,8.97,0.042,8.97,0,8.929,0,8.95,0,8.97,0.014,8.929,0,8.97,0,8.991,0,8.929,0,8.97,0,8.97,0,8.95,0.042,8.95,0,8.97,0,8.95,0,8.991,0,8.97,0,8.97,0,8.991,0,8.95,0,8.991,0,8.97,0,8.929,0,8.95,0,8.97,0,8.95,0,8.909,0,8.95,0,8.95,0,8.95,0,8.97,0.014
